Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying,Arithmancy_missing,Astronomy_missing,Herbology_missing,Defense Against the Dark Arts_missing,Divination_missing,Muggle Studies_missing,Ancient Runes_missing,History of Magic_missing,Transfiguration_missing,Potions_missing,Care of Magical Creatures_missing
339,Ravenclaw,Christin,Curran,0.8,1,0.5019408316966426,0.8250337273252206,0.6475889817720892,0.17496627267477938,0.7416173570019723,0.25566573392130687,0.28919278902442,0.6795354992681018,0.7487268523403088,0.6628541862748496,0.49483190305659747,0.4373099073069151,0.422656012507057,0,0,0,0,0,0,0,0,0,0,0
340,Slytherin,Essie,Rudd,0.8,0,0.4054946414487419,0.13877884665516232,0.37532698259847813,0.8612211533448377,0.37917799456261,0.15691709938242074,0.2099753343329185,0.7494004757219989,0.7205044992209607,0.7276194113925819,0.33498569246135657,0.5046652543824142,0.2706822425847918,0,0,0,0,0,0,0,0,0,0,0
341,Slytherin,Garry,Sonnier,0.2,1,0.5595162612313069,0.23023995773045014,0.1543927957408718,0.7697600422695501,0.6333445105435446,0.327751169151337,0.2953172094438228,0.7097368447285146,0.7218266249989667,0.8621935731994154,0.5096594970429842,0.30060009915560576,0.2162244321883007,0,0,0,0,1,0,0,0,0,0,0
342,Ravenclaw,Alisha,Paterson,0.4,0,0.6212130584723876,0.21819584027111028,0.6342585766137658,0.7818041597288897,0.7538248307479076,0.7180131234840658,0.7536039592370735,0.5559043615257986,0.7277793702428108,0.5945993686895817,0.6498027682247456,0.81731955336183,0.4267381769227429,0,0,0,0,0,0,0,0,0,0,0
343,Hufflepuff,Dinah,Chu,0.8,0,0.6126069003912593,0.650888612593939,0.7241991030872356,0.34911138740606096,0.6333445105435446,0.23232588181100275,0.33361976307666685,0.6236299297759743,0.7519438272077409,0.5268983369445756,0.4905695245124177,0.5232151008484379,0.4184652798888262,0,0,0,0,1,0,0,0,0,0,0
344,Slytherin,Lynwood,Maple,0.8,0,0.8235003015634907,0.2847443214537383,0.16801267352879834,0.7152556785462619,0.2793858947705101,0.21708126281276255,0.2378905124945439,0.7986044108709988,0.6420974750850807,0.7026869460308782,0.3713076371336007,0.24935304617136392,0.09345550875059712,0,0,0,0,0,0,0,0,0,0,0
345,Ravenclaw,Constance,Romeo,0.8,1,0.5643954038631056,0.22290236077018513,0.6448444142103509,0.777097639229815,0.717468948238179,0.3955723885441402,0.6651974898828779,0.601230927505244,0.7185441881947763,0.568130530942385,0.511795171951926,0.8112938571249705,0.39438485256438094,0,0,0,0,0,1,0,0,0,0,1
346,Slytherin,Gayla,Baker,0.8,0,0.5722327315671748,0.2667881255206268,0.3337793053423277,0.7332118744793733,0.2783197398582014,0.22933215200383392,0.31720261365909413,0.634655560710889,0.7128784592026614,0.7647755461304993,0.5255713355779283,0.36497011014357417,0.3353454640204977,1,0,0,0,0,0,0,0,0,0,0
347,Ravenclaw,Bob,Christmas,0.4,1,0.8455840279603483,0.2202582355540318,0.6223136290690839,0.7797417644459683,0.7751479289940828,0.7810291929120311,0.8465711924151891,0.7372288692111104,0.7417505272410171,0.7146010102133603,0.4210469480881024,0.8392140767271241,0.2791939896643071,0,0,0,0,0,0,0,0,0,0,0
348,Hufflepuff,Marvin,Dobbs,0.2,0,0.6528540278057003,0.6135670610752778,0.7172075954080013,0.3864329389247223,0.6739698278159817,0.1678084198858522,0.29324253644292314,0.689327656793297,0.815875689705122,0.6154420943929655,0.7471567880102369,0.49849245300074907,0.3582099274764407,0,0,0,0,0,0,0,0,0,0,0
349,Hufflepuff,Merlin,Travers,0.2,1,0.4729366098077726,0.6958095602412894,0.6092894980326901,0.30419043975871074,0.7955647955647955,0.2780923724515587,0.36408873452323715,0.7399663487574495,0.7137315483882689,0.7103005401998591,0.5206896675485135,0.5364146995096688,0.39946584444347943,0,0,0,0,0,0,0,0,0,0,0
350,Gryffindor,Socorro,Shrader,0.4,1,0.5180706122512101,0.6306389897346693,0.15896200555234782,0.36936101026533086,0.6975318513780052,0.3047254581376907,0.6335848982887538,0.2574079353767576,0.3185068636111565,0.4950916980311843,0.5208937396303391,0.26429741291459646,0.6962478829200504,0,0,0,0,0,0,0,0,0,0,0
351,Ravenclaw,Bernardo,Arce,0.6,1,0.8277608524194671,0.21764354245374545,0.6517351945218454,0.7823564575462547,0.7658190735113811,0.7630410814977269,0.7007572849834159,0.6860108829747523,0.706858829081921,0.5045828285871281,0.4397708165486984,0.808431482971457,0.26271333651800066,0,0,0,0,0,0,0,0,0,0,0
352,Gryffindor,Ines,Bess,0.6,0,0.4946646459335323,0.7435295445878944,0.2743740115604572,0.2564704554121057,0.7452955914494376,0.24048204107400453,0.7086271186969428,0.18474457081052317,0.30563667945974277,0.5214049145506215,0.47856943066957763,0.2683936174334199,0.8423155426238763,0,0,0,0,0,0,0,0,0,0,0
353,Gryffindor,Keven,Gore,0.4,1,0.570898349906438,0.6840657717935521,0.28212541578788275,0.31593422820644795,0.7182152566767952,0.15391386230961251,0.7310339560208329,0.1209357350973583,0.2986143244865248,0.4749210657160438,0.6038223535000162,0.24966438129653593,0.8710426890172407,0,0,0,0,0,0,0,0,0,0,0
354,Hufflepuff,Gina,Dooley,1.0,1,0.6809844888112212,0.6740232031772008,0.7317552174813278,0.3259767968227993,0.6799936030705261,0.22347254226689212,0.22421623239456817,0.5102098796449083,0.8098591586110789,0.37350929754500506,0.528233430875933,0.4311999905673037,0.3973813349546185,0,0,0,0,0,0,0,0,0,0,0
355,Gryffindor,Jefferson,Ham,0.8,1,0.4174875895024976,0.7180184426231583,0.2726020381755212,0.2819815573768418,0.8150754304600458,0.182157685278785,0.6766412449130309,0.15639689471248172,0.20226937741155268,0.40894532365342506,0.4148490305554313,0.2940236008307506,0.8925174794806097,0,0,0,0,0,0,0,0,0,0,0
356,Slytherin,Zenaida,Schramm,1.0,0,0.7871193727479393,0.2949488963400972,0.033438550931776403,0.705051103659903,0.1118396503011888,0.3608275909314788,0.28822567589490933,0.680945558318548,0.7524010866290494,0.8337914551637299,0.5697485009828371,0.14912924422205284,0.11106527120336998,0,0,0,0,0,0,0,0,0,0,0
357,Hufflepuff,Colby,Loper,1.0,0,0.4736093283639794,0.7304933515626433,0.6906197369691836,0.2695066484373569,0.740231355615971,0.3457694467125793,0.29161513321854354,0.9088192506847521,0.6399649473616557,0.7144799282175124,0.5642997879042527,0.5527318604477498,0.33714769618274204,0,0,0,0,0,0,0,0,0,0,0
358,Ravenclaw,Freddie,Gabbard,0.4,1,0.49514405455979466,0.16678060725788016,0.6065946236525358,0.83321939274212,0.6577109654032731,0.7017985855653587,0.6833096272708109,0.6388248332924951,0.7429237092214668,0.7035056821221048,0.3285186717828516,0.8202147735114167,0.4034394406566205,0,0,0,0,0,0,0,0,0,0,0
359,Gryffindor,Newton,Bush,1.0,1,0.40884276943538034,0.8426533871392267,0.19804641534028558,0.49291427683210426,0.7122447891678662,0.2692559594034048,0.582375757972947,0.19631204217845985,0.09536761053248846,0.36996553982474056,0.7077964399835027,0.16190998624959918,0.8629435011073956,0,0,0,1,0,0,0,0,0,0,0
360,Hufflepuff,Fran,Mcfall,0.8,0,0.5227564449530644,0.8217986190607814,0.7284119537881019,0.17820138093921864,0.7972706434244895,0.2927342152051795,0.1945710305746464,0.5697747007282028,0.7139311663277125,0.5407023593415407,0.33662662051313424,0.4933311398571288,0.339167064750076,0,0,0,0,0,0,0,1,0,0,0
361,Hufflepuff,Connie,Altman,0.2,0,0.6097227162364877,0.8054847848716166,0.6892847783785394,0.19451521512838355,0.8650780958473266,0.2995941712192219,0.22823319312789048,0.6451267064846832,0.7317557250756058,0.40506495581920593,0.6034015150344938,0.47724783118168695,0.3466365570851609,0,0,0,0,0,0,0,0,0,0,0
362,Ravenclaw,Shannon,Penny,0.2,1,0.5838733124043116,0.23794934880063004,0.8461576752130128,0.7620506511993702,0.7452955914494376,0.6118787404049837,0.7170003913563279,0.6053059719319789,0.6606523129273475,0.5530386099091164,0.6137288754187052,0.8739499808819464,0.5181526034654971,0,0,0,0,0,0,0,0,0,0,0
363,Ravenclaw,Everett,Ezell,0.8,0,0.7313533241575553,0.22319909051686146,0.7196150813113781,0.7768009094831387,0.7444959752652061,0.7321660633477031,0.7360321827063342,0.6976659144544028,0.7404872225538068,0.6217371716738032,0.552320502998272,0.8499168182167824,0.33610544143831156,0,0,0,0,0,0,0,0,0,0,0
364,Slytherin,Ben,Winstead,0.2,0,0.37230719267587337,0.18769125557510688,0.2795513901841637,0.8123087444248933,0.3243776320699398,0.20801081780454966,0.27341526361489454,0.7219965196183898,0.7872632865127671,0.8911732535569915,0.5080354468900716,0.45000783250675586,0.28544751813088987,0,0,0,0,0,0,0,0,0,0,0
365,Ravenclaw,Edgar,Lemus,1.0,1,0.28845707746315513,0.3593555212037059,0.841262682901193,0.6406444787962943,0.8155018924249694,0.7529854355683608,0.6110463912205654,0.6274750460510405,0.8777212751401922,0.6929546788573188,0.5085137202027035,0.9316853813981618,0.4834976332131846,0,0,0,0,0,0,0,0,0,0,0
366,Slytherin,Cornell,Anthony,0.4,1,0.49848445014923526,0.20812752241787738,0.5220189465058446,0.7918724775821228,0.13183005490697802,0.3351504851180671,0.2695026222879524,0.5237991179391528,0.8354295889870025,0.7718515276533606,0.41750926411583705,0.30742813604867714,0.3128718460937161,0,0,1,0,0,0,0,0,0,0,0
367,Hufflepuff,Latrice,Camacho,0.6,1,0.5722327315671748,0.7682737431613423,0.7972219655263912,0.2317262568386578,0.5678341062956448,0.311729782680755,0.3580283279153496,0.7064377203723994,0.6223520212590822,0.7110205448052648,0.28067116182492235,0.47574449520757295,0.5601467842098408,1,0,0,0,0,0,0,0,0,0,0
368,Slytherin,Adele,Lapointe,0.8,1,0.5317569552912794,0.20147091672103784,0.3301369859850468,0.7985290832789623,0.6333445105435446,0.1858595764980719,0.2677574389589318,0.723885456696526,0.6928519878321051,0.7384523673405251,0.64413832518967,0.4247694744472194,0.2680983193642246,0,0,0,0,1,0,0,0,0,0,0
369,Hufflepuff,Alpha,Gipson,0.8,1,0.5175448092417612,0.8637655787920944,0.6869553727836406,0.1362344212079056,0.7872487872487872,0.16471140270914036,0.2139220160901363,0.5541962537985816,0.8513365204664667,0.5493266199459305,0.5955505295397476,0.4067215821775942,0.43976636122812357,0,0,0,0,0,0,0,0,0,0,0
370,Ravenclaw,Marquita,Bowling,0.2,1,0.5972116975704808,0.24067797845351657,0.6070638102824629,0.7593220215464835,0.7402846633615865,0.7036585796909145,0.7404010221506091,0.6536466972387217,0.7709241010178058,0.7282450156384367,0.5030112320884014,0.8156065083358653,0.37581968992921355,0,0,0,0,0,0,0,0,0,0,0
371,Hufflepuff,Alfonzo,Lacey,0.8,1,0.713955430462552,0.643372727417242,0.7612231205299003,0.3566272725827581,0.7647529185990725,0.23515547424698674,0.3168131932045068,0.5456204342273808,0.7652700208466834,0.38627792721159504,0.7342552666673199,0.5060464706275389,0.41040951925999913,0,0,0,0,0,0,0,0,0,0,0
372,Hufflepuff,Ernesto,Pitcher,0.8,0,0.567465165550624,0.8470656818050334,0.7415008475369119,0.15293431819496664,0.8397569166799936,0.16666854663302472,0.25302651290302847,0.5651970496550197,0.8182337700637294,0.5026614720952829,0.42137476818060915,0.45284802859454576,0.4473227081252443,0,0,0,0,0,0,0,0,0,0,0
373,Hufflepuff,Sammy,Steffen,0.2,1,0.5102454262870575,0.6845333084492564,0.711591131895434,0.3154666915507437,0.7267978037208807,0.2735453559496346,0.22222806629354722,0.6581470982492903,0.7412370796156441,0.49453906750095283,0.5491307491118369,0.5037323719469369,0.3897381334954619,0,0,0,0,0,0,0,0,0,0,0
374,Hufflepuff,Francisca,Chester,0.6,1,0.5475310455747491,0.7055088115695064,0.6147770097498512,0.2944911884304937,0.7944986406524868,0.27579406638483617,0.23322797106513835,0.7137788346296158,0.7699222224419887,0.5534718123090112,0.5287300646929206,0.4940447682504429,0.30770399965258177,0,0,0,0,0,0,0,0,0,0,0
375,Ravenclaw,Corrie,Mcdermott,0.6,1,0.6298656109367026,0.3019697739896847,0.7609261068251696,0.49291427683210426,0.6333445105435446,0.6602097093905835,0.6483161592590423,0.6818995770441527,0.7241479899218208,0.5666871695826228,0.4572351720218822,0.8398833489889886,0.37953272245624703,0,0,0,1,1,0,0,0,0,0,0
376,Ravenclaw,Irma,Putnam,1.0,0,0.5558588373567573,0.23387354086924453,0.6321504967444342,0.7661264591307557,0.7143770989924836,0.6413662633397087,0.6808871709614194,0.6693410583762924,0.6827049543687254,0.6664790452339732,0.4615294314743486,0.8010725761760411,0.4071090459026361,0,0,0,0,0,0,0,0,0,0,0
377,Hufflepuff,Armand,Bolling,0.4,0,0.23797998855605215,0.8775623170528115,0.7474342789329725,0.12243768294718867,0.8507916200223893,0.31815206187565087,0.23326222956469056,0.6973225210696796,0.650961963957357,0.5848253066087814,0.24249296851927812,0.5430554861516231,0.521561645025405,0,0,0,0,0,0,0,0,0,0,0
378,Slytherin,Logan,Harlow,0.2,1,0.6564418601054699,0.29040749489141504,0.14430448218076358,0.7095925051085851,0.19164134548749928,0.25131273618412503,0.2545667227122732,0.7565426082909756,0.7423276188381557,0.8737775099692381,0.5995842285267198,0.24488093747526088,0.15844443479393755,0,0,0,0,0,0,0,0,0,0,0
379,Ravenclaw,Rusty,Galbraith,0.8,1,0.7928026846883071,0.22720351866108196,0.7983355287588011,0.7727964813389182,0.8096913481528867,0.8022186964838609,0.7157316425870316,0.4898095067875741,0.6848794590352355,0.28256747240915125,0.39938964609870986,0.8507048413875276,0.40708733226212707,0,0,0,0,0,0,0,0,0,0,0
380,Hufflepuff,Carol,Wilson,0.4,1,0.5009356200609313,0.8674963578507154,0.7570911031957505,0.13250364214928462,0.6364944826483289,0.4055686548486929,0.0,0.6182696477011759,0.6855078762788199,0.24739099083059973,0.3629820684977417,0.3670674813970948,0.3557562860989274,0,0,0,0,0,0,0,0,0,0,0
381,Gryffindor,Amelia,Daniels,0.6,0,0.5770069436926836,0.7148475133245988,0.24242398785867006,0.2851524866754013,0.6931606162375393,0.12496326948516558,0.7072406101366496,0.5697747007282028,0.23319669353440647,0.48476740264769713,0.3023403505082668,0.2023664276863112,0.863421201198593,0,0,0,0,0,0,0,1,0,0,0
382,Slytherin,Cesar,Hogg,0.8,0,0.4344679337488208,0.13793458307287257,0.27347383256262275,0.8620654169271277,0.31062423370115677,0.27274056180358347,0.25433836486092354,0.7285385076294639,0.69872480867931,0.7576626101479557,0.511795171951926,0.4513185842645785,0.25005428410127245,0,0,0,0,0,0,0,0,0,0,1
383,Hufflepuff,Nelda,Day,0.6,0,0.5316564341277082,0.8310450216131178,0.5751070139112343,0.16895497838688237,0.8205128205128205,0.3464300887353362,0.240821501061241,0.7951869247207506,0.71093979748475,0.6165515862923039,0.6269577135795997,0.45805454007464186,0.28822686411603776,0,0,0,0,0,0,0,0,0,0,0
384,Gryffindor,Rachael,Coyle,0.8,1,0.6272211310950621,0.9124166044605281,0.285121872679264,0.08758339553947185,0.6741830587984434,0.14429694154347478,0.7434275642506467,0.1881587407030755,0.17698470072173653,0.5489093227851749,0.3248998252007222,0.11930676419775181,0.9170104659747254,0,0,0,0,0,0,0,0,0,0,0
385,Hufflepuff,Jay,Bacon,0.2,0,0.6902169710653697,0.6854207084973324,0.615380742110061,0.31457929150266767,0.6500346500346501,0.22030247222485347,0.3843614698899188,0.6309787432861502,0.7893587728377432,0.683709344080141,0.49827422873360827,0.4193773971260602,0.395731098275937,0,0,0,0,0,0,0,0,0,0,0
386,Ravenclaw,Rochelle,Hefner,0.8,0,0.9364783570202434,0.30435027819769034,0.727752558690884,0.6956497218023099,0.8552161629084706,0.6943874511702233,0.7359336318612709,0.7052603952189459,0.6232014878843405,0.43743095110642866,0.4866116261862504,0.8040031689367843,0.29332956963564516,0,0,0,0,0,0,0,0,0,0,0
387,Hufflepuff,Shirley,Doty,0.0,1,0.5079102423333282,0.7566148807933664,0.6658692372486499,0.24338511920663372,0.7803720880643958,0.23720315528082847,0.19307105445738146,0.854844455056703,0.7766405668686899,0.5839482928558049,0.6838130102711898,0.5086528144526881,0.2770009119729014,0,0,0,0,0,0,0,0,0,1,0
388,Ravenclaw,Kelli,Corbitt,0.2,0,0.4802823871456629,0.17936258091187893,0.6538630989943973,0.8206374190881214,0.6777013700090624,0.7920120705433528,0.45908157018511264,0.748942091397958,0.8257634951279998,0.8609547715908462,0.7212670784710664,0.8976007824646177,0.35712424545099236,0,0,0,0,0,0,1,0,0,0,0
389,Hufflepuff,Karyn,Taft,0.2,0,0.6170530287799824,0.7611096349752077,0.5915696938805427,0.2388903650247925,0.8438616130923823,0.2773391357221798,0.2921842833889369,0.6791406331639498,0.7638573611651106,0.5524337858762982,0.6587880629324518,0.4689619373859866,0.32047162027185483,0,0,0,0,0,0,0,0,0,0,0
390,Hufflepuff,Beatrice,Dorsey,0.8,0,0.6426240663130384,0.7652877245433756,0.7030510153803307,0.2347122754566246,0.7616610693533771,0.2587825132212517,0.24666442295978758,0.6728736082670175,0.7622321515217124,0.5028459835425786,0.4118953792679879,0.457748538914645,0.34856907109045904,0,0,0,0,0,0,0,0,0,0,0
391,Slytherin,Scotty,Francis,0.6,1,0.7555789245781978,0.26565499500120227,0.2886849784192359,0.7343450049987978,0.2485207100591716,0.23534576973026086,0.24848746189671533,0.6704104910281206,0.6571028420671352,0.6160469867717615,0.5217190103427296,0.2847141471916112,0.21342337256264385,0,0,0,0,0,0,0,0,0,0,0
392,Hufflepuff,Ernesto,Pike,0.2,1,0.5501059338416096,0.7255592744982475,0.775658088678282,0.2744407255017525,0.7427368196598966,0.14616347359890755,0.2841255260066181,0.6298342647023346,0.8129851193794209,0.5972639918962301,0.4253072357869287,0.5009151961298999,0.45253398184739657,0,0,0,0,0,0,0,0,0,0,0
393,Hufflepuff,Santo,Farley,0.6,0,0.5653542211156303,0.8029570017293449,0.5703047629134991,0.19704299827065508,0.8481262327416174,0.21974991843589087,0.26951896749323284,0.7007110312614592,0.8204472638764829,0.6471540416179604,0.42948249507257585,0.451142563413827,0.3180614061753594,0,0,0,0,0,0,0,0,0,0,0
394,Ravenclaw,Nicki,Jeter,0.2,0,0.6415415307053492,0.3103556871104818,0.8135879218606108,0.6896443128895183,0.7943387174156404,0.6106468138246667,0.7731482019181726,0.7562486516605808,0.6869882193069167,0.7362515197982623,0.5497168233727159,0.8800113304649709,0.4435662483171929,0,0,0,0,0,0,0,0,0,0,0
395,Ravenclaw,Daryl,Matheson,0.6,0,0.45882498492182544,0.37668209344570086,0.7973866917072422,0.6233179065542993,0.8196598965829736,0.6784486372734813,0.690207433833083,0.6567715077278825,0.8319625487523524,0.7370896479208113,0.3823542389939051,0.8791612648571991,0.46326052025882664,0,0,0,0,0,0,0,0,0,0,0
396,Gryffindor,Vickie,Goldstein,0.8,0,0.5776255354685059,0.8600081686489544,0.2046245390698747,0.13999183135104565,0.6224212378058532,0.14893817515694907,0.6871950700543921,0.17614966750831682,0.05287993198243731,0.45556550435488824,0.622059052381337,0.0783958127811919,0.9221565987753507,0,0,0,0,0,0,0,0,0,0,0
397,Slytherin,Penny,Allan,0.6,0,0.6511142384362,0.2554886571826288,0.1902324172054984,0.7445113428173714,0.14307798923183554,0.2511099325515042,0.2075266790140187,0.6507728341924008,0.8174986945667482,0.7871884321069836,0.18362136174132995,0.23626939106892103,0.18070091631562948,0,0,0,0,0,0,0,0,0,0,0
398,Ravenclaw,Titus,Griffis,0.8,1,0.6303914139461516,0.24324284653943057,0.7760225213482971,0.7567571534605696,0.8047870355562664,0.7769299349848049,0.7366183271789715,0.6384652331967644,0.7672176540071695,0.5794602524664856,0.34256571335566527,0.9043951311565891,0.39301689321231603,0,0,0,0,0,0,0,0,0,0,0
399,Gryffindor,Fritz,Penny,0.8,1,0.7111717674713515,0.8075039905000054,0.15701273824580422,0.19249600949999462,0.6363878671570979,0.44881760184403324,0.7230010013966426,0.34309958899526727,0.25575908875171677,0.5756692883314394,0.31257408922399976,0.16659376914261856,0.6576410300951058,0,0,0,0,0,0,0,0,0,0,0
400,Ravenclaw,Clementine,Mcmillan,0.8,0,0.44830892473284567,0.20574801396670042,0.5155861302688135,0.7942519860332997,0.6791406791406791,0.3955723885441402,0.6480119081719049,0.5697747007282028,0.8251235618904751,0.8214895191836539,0.6233161786616002,0.8023827664638444,0.32433664828245107,0,0,0,0,0,1,0,1,0,0,0
401,Hufflepuff,Dennis,Freed,0.8,0,0.49356664553144763,0.8150271299626731,0.6436702131514249,0.184972870037327,0.802068340529879,0.298638548853502,0.19690762927067557,0.980223170464147,0.6419646504520408,0.7467458248215535,0.541092298227005,0.5158241902619768,0.22857949363790334,0,0,0,0,0,0,0,0,1,0,0
402,Slytherin,Lincoln,Crowder,1.0,0,0.5657253761811236,0.18642129786668363,0.25178183353694905,0.8135787021333166,0.21872168026014183,0.3017557166711487,0.24346947924766507,0.6630890789370371,0.7118246399774488,0.7035852066662702,0.5456078798204524,0.34637534607608306,0.23396447648412735,0,0,0,0,0,0,0,0,0,0,0
403,Hufflepuff,Carla,Tafoya,0.6,1,0.44513864188175617,0.7836046626433657,0.7243944709922758,0.2163953373566344,0.7644863798709953,0.13397708339856837,0.341669591901329,0.8022300429896325,0.7904472884639253,0.8639457418616171,0.6062393630193201,0.527121528501061,0.44413080297042606,0,0,0,0,0,0,0,0,0,0,0
404,Ravenclaw,Nicholas,Macpherson,0.6,1,0.7615560676120811,0.2260549442439803,0.6633531464146578,0.7739450557560199,0.7922597153366384,0.8677979520142999,0.8113127507496986,0.7663510837032879,0.8707287595920299,0.7709740761275546,0.477667924880071,0.900567028571525,0.23498501758804882,0,0,0,0,0,0,0,0,0,0,0
405,Hufflepuff,Bettie,Jett,0.8,0,0.4800658800241251,0.8721586589570393,0.681823644737379,0.12784134104296083,0.8722213337597954,0.2732958109708934,0.2818563880841619,0.6176483732559174,0.7312306762881357,0.5333430755461697,0.2503464490664231,0.47344359107240214,0.4501671950319191,0,0,0,0,0,0,0,0,0,0,0
406,Slytherin,Minh,Fisher,0.2,1,0.46830490388630286,0.25123861274037135,0.20972533916455435,0.7487613872596287,0.6333445105435446,0.2580771695344817,0.3100473781869312,0.7127994028266111,0.7748149643407278,0.9031615306340632,0.5075814233414258,0.381211753364188,0.2548747122942633,0,0,0,0,1,0,0,0,0,0,0
407,Ravenclaw,Sun,Fiore,0.6,0,0.3638324853471073,0.25921452523396704,0.7112795659991975,0.7407854747660331,0.6945999253691562,0.6223272645517147,0.568002005792348,0.6608440818785613,0.7155673028252568,0.652114176271179,0.4886418853535134,0.8284714708661636,0.45859208754939856,0,0,0,0,0,0,0,0,0,0,0
408,Slytherin,Theron,Donley,0.6,0,0.3765136167514653,0.16168376419261704,0.30026332703026276,0.838316235807383,0.30763899994669225,0.23269258902335727,0.2462294382524233,0.8621200479324319,0.6106895614514742,0.8445964348255258,0.62952173278305,0.47292507351046276,0.25698093542363315,0,0,0,0,0,0,0,0,0,0,0
409,Gryffindor,Harry,Potter,0.4,0,0.5648516152977746,0.7665152959097162,0.1664019771407835,0.23348470409028382,0.6605895836665067,0.2583336091870915,0.6947047533798573,0.2340841285280119,0.11694441042641207,0.47491551112785413,0.18073612866377345,0.1605298929445115,0.8227515525252964,0,0,0,0,0,0,0,0,0,0,0
410,Slytherin,Angelique,Lim,0.2,0,0.42088211187232266,0.1359197144032493,0.29429895139613393,0.864080285596751,0.301881763420225,0.20466159509362206,0.2041031245813409,0.7322541451465391,0.7672271339613733,0.7793909911248168,0.40386907369449326,0.44735629034513014,0.23402961740565426,0,0,0,0,0,0,0,0,0,0,0
411,Gryffindor,Tessie,Talbot,0.8,1,0.6898380836026785,0.6083479558431338,0.2787546105642761,0.3916520441568663,0.6333445105435446,0.19892041838387137,0.7255799109454802,0.1300293248591412,0.32938577160249777,0.37968774133590794,0.44081748384426894,0.28238601176055167,0.7772614756590092,0,0,0,0,1,0,0,0,0,0,0
412,Gryffindor,Jeremy,Littlefield,0.4,0,0.5621452762785519,0.7447080623781509,0.1303407366450375,0.2552919376218492,0.6528599605522682,0.24774684379142575,0.6137016334682064,0.27801402406327397,0.14926049570214775,0.45751183357596314,0.48196918249249954,0.15007335605789665,0.7441264602423243,0,0,0,0,0,0,0,0,0,0,0
413,Ravenclaw,Debbie,Ellison,1.0,1,0.4288387485888375,0.20423226024544675,0.7268702967879103,0.7957677397545534,0.7273841889226504,0.6961227207934714,0.6585461067847722,0.6978725534856025,0.7885240294214256,0.7252072841619907,0.4259170895514976,0.9014850320515155,0.4108003647891606,0,0,0,0,0,0,0,0,0,0,0
414,Hufflepuff,Rene,Cushing,0.6,1,0.4525462783972287,0.7921129196821713,0.744961619539762,0.2078870803178288,0.6583506583506584,0.42047608537920583,0.14557268534466844,0.7737210681331326,0.6069598170207338,0.46021395384892033,0.4962753213302836,0.4692322851998193,0.3713466799843662,0,0,0,0,0,0,0,0,0,0,0
415,Ravenclaw,Stacy,Oaks,0.6,1,0.6958538886225507,0.21361369390927448,0.5589522023663159,0.7863863060907256,0.7092595554134016,0.7127083787308963,0.7199913308460552,0.593644420777873,0.6419646504520408,0.5804064063218749,0.3735889378419077,0.7550471943623923,0.3602075824032657,0,0,0,0,0,0,0,0,1,0,0
416,Slytherin,Cortez,Crider,0.2,0,0.62771600451572,0.2967947624049986,0.23508113688846966,0.7032052375950015,0.07564369102830644,0.3146710258728745,0.30317432504471364,0.521769189894342,0.8100850346864317,0.8051908301017723,0.46181665610559136,0.2109746052725407,0.3159551830459895,0,0,0,0,0,0,0,0,0,0,0
417,Hufflepuff,Suzanne,Wood,0.6,1,0.7051173004654903,0.6734400644803515,0.8122358170324221,0.32655993551964846,0.7065941681326297,0.15499852099559766,0.20354230234127088,0.5443692695230951,0.8473127340808324,0.37641377912170765,0.6660257509212956,0.4644946011850386,0.3888478742345942,0,0,0,0,0,0,0,0,0,0,0
418,Slytherin,Della,Baer,0.6,0,0.43804030125419485,0.15088430632924438,0.415906590760042,0.8491156936707558,0.2974572205341436,0.24447490832762825,0.22006645185893348,0.5892113463815971,0.739364944609179,0.6090871525833083,0.66641452284164,0.45789311744436884,0.33949276935771056,0,0,0,0,0,0,0,0,0,0,0
419,Hufflepuff,Jodi,Collett,1.0,0,0.3224641603389883,0.8271519283797203,0.7404268276255024,0.1728480716202797,0.6211418519110827,0.36164573855833293,0.21976994512022227,0.7141143230906838,0.6347724207637758,0.6259333739235898,0.5628973497836977,0.4580817713705322,0.5024536413775134,0,0,0,0,0,0,0,0,0,0,0
420,Hufflepuff,Stephenie,Lawler,0.4,0,0.5379506054467006,0.5075954586018546,0.687400978647474,0.22085754903561952,0.6552055013593475,0.31363149935291496,0.30498991281104276,0.5795855007404106,0.6982236359696852,0.5453622598051758,0.5621190603510153,0.41687127569918525,0.48193425109653887,0,1,0,0,0,0,0,0,0,0,0
421,Slytherin,Meagan,Benavides,1.0,0,0.6864512936300512,0.23923371902587534,0.25506587732962777,0.7607662809741248,0.17165094088171004,0.18290977093191071,0.45908157018511264,0.6383411920786979,0.824674832252523,0.7152727383397816,0.6033034327931082,0.25529929440062826,0.18389282147044775,0,0,0,0,0,0,1,0,0,0,0
422,Hufflepuff,Wallace,Mccune,0.8,1,0.47231028563475247,0.7596279880940034,0.7094296984618923,0.24037201190599658,0.7077669385361693,0.2597233083864048,0.33802880019865894,0.6071517952748291,0.7184512943017032,0.6237693163270369,0.531906320451917,0.4748054366018942,0.5107048247709212,0,0,0,0,0,0,0,0,0,0,0
